title,year,director,duration,cast,genre,imdb_rating,budget,revenue,profit_percent
The House is Black,1963,Forugh Farrokhzad,20,"Forugh Farrokhzad, Ebrahim Golestan, Hossein Mansouri",Action  •  Cyberpunk / Tech Noir  •  Cyborg / Android / Robot,7.8,0,0,NA
The Great Piggy Bank Robbery,1946,Robert Clampett,8,Mel Blanc,Culture and Society  •  Documentary  •  Female-Directed Film,7.7,0,0,NA
The Girl Can't Help It,1956,Frank Tashlin,99,"Tom Ewell, Jayne Mansfield, Little Richard",Animation  •  Cartoon  •  Comedy,6.8,0,0,NA
The Life and Passion of Jesus Christ,1903,"Lucien Nonguet, Ferdinand Zecca",45,"Madame Moreau, Monsieur Moreau",Comedy  •  Crime Comedy  •  Crime,6.5,0,0,NA
Star Wars: The Rise of Skywalker,2019,J.J. Abrams,141,"Daisy Ridley, Adam Driver, John Boyega",Drama  •  Religious Drama  •  Silent Film,6.4,416000000,1074144248,158.20775192307693
Humoresque,1946,Jean Negulesco,125,"Joan Crawford, John Garfield, Oscar Levant",Action  •  Adventure  •  Cyborg / Android / Robot,7.3,0,0,NA
Evolution,2001,Ivan Reitman,101,"David Duchovny, Julianne Moore, Orlando Jones",Drama  •  Melodrama  •  Showbiz Drama,6.1,80000000,98376292,22.970365
Ballet Mécanique,1924,"Fernand Léger, Dudley Murphy",19,"Fernand Leger, Dudley Murphy, Katherine Murphy",Alien Invasion Films  •  Comedy  •  Sci-Fi Comedy,6.7,0,0,NA
Winged Migration,2001,Jacques Perrin,89,Jacques Perrin,Avant-garde / Experimental  •  Short Film  •  Silent Film,7.9,35866397,20217080,-43.63225277409381
Stephen King's The Shining,1997,Mick Garris,273,"Steven Weber, Elliott Gould, Courtland Mead",Animal Picture  •  Documentary,NA,45000000,72381712,60.84824888888889
Tower,2016,Keith Maitland,98,"Violette Beane, Louie Arnette, Blair Jackson",Based-on-20th-Century-Literature  •  Drama  •  Ghost Film,7.9,0,101987,NA
"Elvira, Mistress of the Dark",1988,James Signorelli,96,"Daniel Greene, Susan Kellermann, Jeff Conaway",Animation  •  Docudrama  •  Documentary,6.6,7500000,5596267,-25.383106666666666
Waves,2019,Trey Edward Shults,135,"Taylor Russell, Kelvin Harrison Jr., Alexa Demie",Comedy  •  Fantasy  •  Horror Comedy,7.5,6000000,2576990,-57.05016666666667
Chances Are,1989,Emile Ardolino,108,"Cybill Shepherd, Robert Downey Jr., Ryan O'Neal",Coming-of-Age  •  Drama  •  Romance,6.5,16000000,16300000,1.875
Manhattan Melodrama,1934,W.S. Van Dyke,93,"Clark Gable, William Powell, Myrna Loy",Comedy  •  Fantasy Comedy  •  Fantasy,7.1,0,0,NA
This Is Where I Leave You,2014,Shawn Levy,103,"Jason Bateman, Tina Fey, Adam Driver",Buddy Film  •  Crime  •  Crime Drama,6.6,19800000,41300000,108.58585858585859
California Suite,1978,Herbert Ross,103,"Alan Alda, Jane Fonda, Walter Matthau",Comedy Drama  •  Domestic Comedy  •  Drama,6.2,0,42000000,NA
Freedom Writers,2007,Richard LaGravenese,123,"Hilary Swank, Patrick Dempsey, Scott Glenn",Comedy  •  Drama  •  Romance,7.6,21000000,43095175,105.21511904761904
Journey Into Fear,1943,Norman Foster,68,"Orson Welles, Agnes Moorehead, Ruth Warrick",Drama  •  Urban Drama,6.5,0,0,NA
The Gorgon,1964,Terence Fisher,83,"Christopher Lee, Peter Cushing, Richard Pasco",Film Noir  •  Psychological Thriller  •  Spy Film,6.4,0,0,NA
Hearts in Atlantis,2001,Scott Hicks,101,"Anthony Hopkins, Hope Davis, Mika Boorem",Costume Horror  •  Fantasy  •  Folk Horror,6.9,31000000,24185781,-21.98135161290323
Sommersby,1993,Jon Amiel,114,"Richard Gere, Jodie Foster, Bill Pullman",Americana  •  Based-on-20th-Century-Literature  •  Childhood Drama,6.3,30000000,140081992,366.93997333333334
Our Idiot Brother,2011,Jesse Peretz,90,"Paul Rudd, Elizabeth Banks, Zooey Deschanel",Drama  •  Mystery  •  Psychological Drama,6.4,5000000,24816118,396.32236
The Life and Death of Peter Sellers,2004,Stephen Hopkins,122,"Geoffrey Rush, Charlize Theron, Emily Watson",Comedy  •  Domestic Comedy,6.9,0,0,NA
There's Always Tomorrow,1956,Douglas Sirk,84,"Barbara Stanwyck, Fred MacMurray, Joan Bennett",Based-on-a-True-Story  •  Biopic  •  Comedy Drama,7.4,0,0,NA
The 39 Steps,1959,Ralph Thomas,93,"Kenneth More, Taina Elg, Brenda de Banzie",Drama  •  Melodrama,6.6,0,0,NA
Batman: Gotham Knight,2008,"Yasuhiro Aoki, Futoshi Higashide, Toshiyuki Kubooka, Hiroshi Morioka, Jong-Sik Nam, Shôjirô Nishimi, Yûichirô Hayashi",75,"Kevin Conroy, Jason Marsden, Scott Menville",Based-on-20th-Century-Literature  •  Chase Movie  •  Drama,6.7,3500000,0,NA
Twelfth Night,1996,Trevor Nunn,134,"Helena Bonham Carter, Richard E. Grant, Nigel Hawthorne",Action  •  Animation  •  Anthology Film,7.1,0,0,NA
Macbeth,2015,Justin Kurzel,113,"Michael Fassbender, Marion Cotillard, Sean Harris",Based-on-Shakespeare  •  Based-on-Theatre  •  Comedy,6.6,0,0,NA
High School,1968,Frederick Wiseman,75,NA,Based-on-Shakespeare  •  Based-on-Theatre  •  Drama,7.5,10000000,221590,-97.7841
The Day of the Beast,1995,Álex de la Iglesia,103,"Alex Angulo, Armando De Razza, Santiago Segura",Culture and Society  •  Documentary  •  Social Issues,7.3,0,4367497,NA
Executive Suite,1954,Robert Wise,104,"William Holden, June Allyson, Barbara Stanwyck",Black Comedy  •  Comedy  •  Crime,7.4,0,0,NA
Buffalo Soldiers,2001,Gregor Jordan,98,"Joaquin Phoenix, Ed Harris, Scott Glenn",Drama,6.7,15000000,2300805,-84.6613
Godzilla vs. Megalon,1973,Jun Fukuda,81,"Robert Dunham, Hiroyuki Kawase, Katsuhiko Sasaki",Comedy Drama  •  Military Comedy  •  Satire,4.8,760000,980000,28.947368421052634
Futureworld,1976,Richard T. Heffron,108,"Peter Fonda, Blythe Danner, Yul Brynner",Action  •  Fantasy  •  Foreign Language Film,5.7,2500000,4200000,68
The Edge of Heaven,2007,Fatih Akin,116,"Hanna Schygulla, Nurgül Yesilçay, Baki Davrak",Action Thriller  •  Action  •  Cyborg / Android / Robot,7.7,0,0,NA
Bandits,2001,Barry Levinson,123,"Bruce Willis, Cate Blanchett, Billy Bob Thornton",Drama  •  Foreign Language Film  •  Hyperlink Film,6.5,75000000,67631903,-9.824129333333333
Take Me Out to the Ball Game,1949,Busby Berkeley,93,"Frank Sinatra, Esther Williams, Gene Kelly",Buddy Film  •  Comedy  •  Crime Comedy,6.6,1725970,0,NA
Pete's Dragon,1977,Don Chaffey,128,"Helen Reddy, Mickey Rooney, Red Buttons",Comedy  •  Musical  •  Musical Comedy,6.3,10000000,0,NA
Jumanji: The Next Level,2019,Jake Kasdan,123,"Dwayne Johnson, Jack Black, Kevin Hart",Adventure  •  Family  •  Family-Oriented Adventure,6.6,125000000,801693929,541.3551432
Shall We Dance?,1996,Masayuki Suo,119,"Koji Yakusho, Tamiyo Kusakari, Naoto Takenaka",Action Comedy  •  Action  •  Adventure Comedy,7.7,991000,2168000,118.7689202825429
Frosty the Snowman,1969,"Jules Bass, Arthur Rankin Jr.",22,"Jackie Vernon, June Foray, Jimmy Durante",Comedy Drama  •  Comedy of Manners  •  Dance Film,7.3,0,0,NA
Bitter Rice,1949,Giuseppe De Santis,108,"Vittorio Gassman, Raf Vallone, Silvana Mangano",Animated Musical  •  Animation  •  Family,7.6,0,0,NA
Ralph Breaks the Internet,2018,"Phil Johnston, Rich Moore",112,"John C. Reilly, Sarah Silverman, Gal Gadot",Caper  •  Crime Drama  •  Crime,7,175000000,529323962,202.47083542857146
BlackBerry,2023,Matt Johnson,122,"Jay Baruchel, Glenn Howerton, Matt Johnson",Adventure Comedy  •  Adventure  •  Animation,7.3,5000000,2600000,-48
The Last House on the Left,2009,Dennis Iliadis,110,"Tony Goldwyn, Garret Dillahunt, Aaron Paul",Based-on-21st-Century-Literature  •  Based-on-a-True-Story  •  Biopic,6.5,15000000,32721635,118.14423333333333
16 Blocks,2006,Richard Donner,105,"Bruce Willis, Mos Def, David Morse",Home Invasion Film  •  Horror  •  Revenge Film,6.6,55000000,65664721,19.390401818181818
The Immigrant,2013,James Gray,120,"Jeremy Renner, Marion Cotillard, Joaquin Phoenix",Crime  •  Crime Thriller  •  Thriller,6.6,16000000,5867686,-63.32696249999999
Suspense,1913,"Phillips Smalley, Lois Weber",10,"Lois Weber, Val Paul, Douglas Gerrard",Drama  •  Period Film,7.4,0,0,NA
Freaked,1993,"Tom Stern, Alex Winter",86,"Brooke Shields, William Sadler, Randy Quaid",Drama  •  Female-Directed Film  •  Home Invasion Film,6.4,13000000,29296,-99.77464615384616
The Hunted,2003,William Friedkin,94,"Tommy Lee Jones, Benicio Del Toro, Connie Nielsen",Absurd Comedy  •  Comedy  •  Gross-Out Comedy,6.1,0,0,NA
The Greatest Game Ever Played,2005,Bill Paxton,120,"Shia LaBeouf, Stephen Dillane, Peter Firth",Action  •  Action Thriller  •  Thriller,7.4,26000000,15431177,-40.64931923076923
Rat Race,2001,Jerry Zucker,112,"Whoopi Goldberg, Cuba Gooding Jr., Jon Lovitz",Based-on-a-True-Story  •  Biopic  •  Drama,6.5,48000000,85498534,78.12194583333333
Hit Man,2023,Richard Linklater,113,"Glen Powell, Adria Arjona, Austin Amelio",Chase Movie  •  Comedy  •  Ensemble Film,6.8,8800000,5101673,-42.02644318181818
Encino Man,1992,Les Mayfield,88,"Sean Astin, Pauly Shore, Brendan Fraser",Black Comedy  •  Comedy Thriller  •  Crime Thriller,5.8,7000000,40700000,481.4285714285714
Godzilla Against MechaGodzilla,2002,Masaaki Tezuka,88,"Yumiko Shaku, Shin Takuma, Kana Onodera",Comedy  •  Sci-Fi Comedy  •  Teen Movie,6.6,8500000,16000000,88.23529411764706
Carousel,1956,Henry King,128,"Gordon MacRae, Shirley Jones, Cameron Mitchell",Action  •  Action Thriller  •  Cyborg / Android / Robot,6.6,0,0,NA
Taxi to the Dark Side,2007,Alex Gibney,106,"Carlotta Gall, Scott Horton, Carl Levin",Based-on-Theatre  •  Fantasy  •  Heaven-Can-Wait Fantasies,7.5,1000000,274661,-72.53389999999999
"Same Time, Next Year",1978,Robert Mulligan,119,"Ellen Burstyn, Alan Alda, Ivan Bonar",Culture and Society  •  Documentary  •  Law and Crime,7.2,1180000,19703082,1569.7527118644068
Halloween: H20,1998,Steve Miner,86,"Jamie Lee Curtis, Adam Arkin, Michelle Williams",Based-on-Theatre  •  Comedy Drama  •  Drama,5.8,17000000,75041738,341.4219882352941
Star Trek: Nemesis,2002,Stuart Baird,116,"Patrick Stewart, LeVar Burton, Brent Spiner",Horror  •  Slasher Film  •  Teen Movie,6.4,60000000,67336470,12.22745
Code 46,2003,Michael Winterbottom,93,"Samantha Morton, Tim Robbins, Jeanne Balibar",Action  •  Based-on-Television  •  Cyborg / Android / Robot,6.1,7500000,0,NA
Just Cause,1995,Arne Glimcher,102,"Laurence Fishburne, Kate Capshaw, Ed Harris",Drama  •  Dystopian Film  •  Psychological Sci-Fi,6.4,0,36853111,NA
Keoma,1976,Enzo G. Castellari,105,"Franco Nero, William Berger, Olga Karlatos",Courtroom Drama  •  Detective Film  •  Drama,7,0,0,NA
Godzilla vs. the Sea Monster,1966,Jun Fukuda,87,"Akira Takarada, Kumi Mizuno, Chôtarô Tôgin",Action  •  Drama  •  Foreign Language Film,NA,0,3000000,NA
Tank Girl,1995,Rachel Talalay,104,"Lori Petty, Ice-T, Naomi Watts",Action Comedy  •  Action  •  Adventure Comedy,5.4,25000000,4064495,-83.74202
Mona Lisa Smile,2003,Mike Newell,117,"Julia Roberts, Kirsten Dunst, Julia Stiles",Action Comedy  •  Action  •  Based-on-Comics,6.6,72300000,141337989,95.48822821576763
The Hunt,2020,Craig Zobel,89,"Betty Gilpin, Hilary Swank, Ike Barinholtz",Coming-of-Age  •  Drama  •  Feminist Film,6.6,14000000,10550350,-24.64035714285714
Gundam Wing: Endless Waltz,1998,Yasunao Aoki,90,"Ted Cole, Scott McNeil, Mark Hildreth",Action Comedy  •  Action Thriller  •  Action,7.6,0,0,NA
Murder Most Foul,1964,George Pollock,90,"Stringer Davis, Ron Moody, Margaret Rutherford",Action  •  Adventure Drama  •  Animation,7.1,0,0,NA
The Shallows,2016,Jaume Collet-Serra,85,"Blake Lively, Óscar Jaenada, Brett Cullen",Comedy  •  Crime  •  Detective Film,6.3,17000000,119100758,600.592694117647
Color Out of Space,2019,Richard Stanley,111,"Nicolas Cage, Joely Richardson, Madeleine Arthur",Horror  •  Natural Horror  •  Shark Film,6.1,6000000,1023510,-82.9415
Never Weaken,1921,Fred C. Newmeyer,19,"Harold Lloyd, Mildred Davis, Roy Brooks",Based-on-20th-Century-Literature  •  Body Horror  •  Horror,7.5,0,0,NA
The 10th Kingdom,2000,"David Carson, Herbert Wise",417,"Kimberly Williams-Paisley, Scott Cohen, John Larroquette",Comedy  •  Short Film  •  Silent Film,8.3,NA,NA,NA
Earthquake,1974,Mark Robson,160,"Charlton Heston, Richard Roundtree, Ava Gardner",Adventure  •  Fairy Tales and Legends  •  Family,5.9,7000000,79666653,1038.095042857143
The Big Kahuna,2000,John Swanbeck,90,"Danny DeVito, Peter Facinelli, Kevin Spacey",Action  •  Disaster Film  •  Ensemble Film,6.5,7000000,3728888,-46.730171428571424
Brokedown Palace,1999,Jonathan Kaplan,100,"Claire Danes, Bill Pullman, Jacqueline Kim",Drama  •  Psychological Drama,6.4,25000000,10115013,-59.539947999999995
A King in New York,1957,Charles Chaplin,110,"Charles Chaplin, Maxine Audley, Jerry Desmonde",Drama  •  Melodrama  •  Prison Film,7,0,0,NA
Enchanted April,1992,Mike Newell,95,"Miranda Richardson, Joan Plowright, Alfred Molina",Comedy  •  Comedy of Manners  •  Satire,7.3,0,13200170,NA
Wadjda,2012,Haifaa Al-Mansour,98,"Reem Abdullah, Waad Mohammed, Abdullrahman Al Gohani",Comedy Drama  •  Costume Romance  •  Drama,7.5,0,6499169,NA
Dracula A.D. 1972,1972,Alan Gibson,96,"Christopher Lee, Peter Cushing, Stephanie Beacham",Coming-of-Age  •  Drama  •  Female-Directed Film,5.9,0,0,NA
Superman/Batman: Public Enemies,2009,Sam Liu,67,"Xander Berkeley, Kevin Conroy, Tim Daly",Gothic Film  •  Horror  •  Monster Film,7.2,0,0,NA
Without Limits,1998,Robert Towne,117,"Billy Crudup, Donald Sutherland, Jeremy Sisto",Action  •  Animation  •  Based-on-Comics,7.2,25000000,777423,-96.890308
The Disappearance of Alice Creed,2009,J Blakeson,100,"Gemma Arterton, Eddie Marsan, Martin Compston",Based-on-a-True-Story  •  Biopic  •  Drama,6.7,800000,867714,8.46425
Cobra Verde,1987,Werner Herzog,111,"Klaus Kinski, King Ampaw, Jose Lewgoy",Crime  •  Crime Thriller  •  Thriller,6.9,0,0,NA
Men at Work,1990,Emilio Estevez,98,"Keith David, John Getz, Dean Cameron",Adventure  •  Adventure Drama  •  Drama,5.9,9000000,16200000,80
The Endless,2017,"Justin Benson, Aaron Moorhead",111,"Justin Benson, Aaron Moorhead, Tate Ellington",Comedy  •  Comedy Thriller,6.5,1000000,956425,-4.3575
I Love to Singa,1936,Tex Avery,8,"Tommy Bond, Billy Bletcher, Martha Wentworth",Horror  •  Mystery  •  Psychological Horror,7.6,0,0,NA
Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,2020,Jason Woliner,95,"Sacha Baron Cohen, Maria Bakalova, Dani Popescu",Animation  •  Cartoon  •  Comedy,6.6,0,0,NA
Fast and Furious,2009,Justin Lin,107,"Vin Diesel, Paul Walker, Michelle Rodriguez",Based-on-Television  •  Comedy  •  Direct-to-Stream,6.1,0,0,NA
Wallace and Gromit in 'A Matter of Loaf and Death',2008,Nick Park,30,"Peter Sallis, Sally Lindsay, Melissa Collier",Action  •  Action Thriller  •  Buddy Film,NA,0,0,NA
The Grandmother,1970,David Lynch,34,NA,Animation  •  Comedy  •  Short Film,7.1,0,0,NA
The Door in the Floor,2004,Tod Williams,111,"Jeff Bridges, Kim Basinger, Jon Foster",Avant-garde / Experimental  •  Short Film,6.6,7500000,6715067,-10.465773333333333
The Man Who Planted Trees,1987,Frédéric Back,30,"Philippe Noiret, Christopher Plummer",Drama  •  Marriage Drama  •  Romance,8.5,0,0,NA
Nightwatch,1997,Ole Bornedal,101,"Ewan McGregor, Nick Nolte, Patricia Arquette",Animation  •  Drama  •  Family-Oriented Fantasy,6.2,10000000,1179002,-88.20998
Doctor X,1932,Michael Curtiz,76,"Lionel Atwill, Fay Wray, Lee Tracy",Crime  •  Crime Thriller  •  Horror,6.4,0,0,NA
The Five Obstructions,2003,"Jørgen Leth, Lars von Trier",90,"Lars von Trier, Jørgen Leth",Horror  •  Mystery  •  Pre-Code Hollywood,7.4,0,0,NA
Dutch,1991,Peter Faiman,107,"Ed O'Neill, Ethan Embry, JoBeth Williams",Biography  •  Documentary  •  Foreign Language Film,6.5,0,404371,NA
Transporter 2,2005,Louis Leterrier,87,"Amber Valletta, Matthew Modine, Jason Flemyng",Comedy  •  Odd Couple Film  •  Road Movie,6.3,32000000,89100000,178.4375
Jackie Chan's First Strike,1996,Stanley Tong,88,"Bill Tung, Jackie Chan, Jackson Liu",Action  •  Action Thriller  •  Girls-with-Guns,NA,1500000,53168876,3444.591733333333
It Might Get Loud,2009,Davis Guggenheim,97,"Jack White, Jimmy Page, The Edge",Action  •  Action Comedy  •  Action Thriller,7.6,0,1896244,NA
Butterfield 8,1960,Daniel Mann,109,"Elizabeth Taylor, Laurence Harvey, Eddie Fisher",Biography  •  Documentary  •  Music,6.3,0,0,NA
Twenty Feet from Stardom,2013,Morgan Neville,90,"Darlene Love, Merry Clayton, Lisa Fischer",Drama  •  Melodrama  •  Romance,NA,1000000,5892466,489.2466
The Ice Pirates,1984,Stewart Raffill,91,"Robert Urich, Mary Crosby, Michael D. Roberts",Documentary  •  History  •  Music,5.6,9000000,14250000,58.333333333333336
Good Boys,2019,Gene Stupnitsky,90,"Jacob Tremblay, Brady Noon, Keith L. Williams",Action Comedy  •  Action  •  Comedy,6.7,20000000,111037232,455.18616
Over the Top,1987,Menahem Golan,93,"Sylvester Stallone, Robert Loggia, Susan Blakely",Adventure Comedy  •  Adventure  •  Comedy,5.8,25000000,16057580,-35.76968
Murder on the Orient Express,2017,Kenneth Branagh,114,"Kenneth Branagh, Penélope Cruz, Willem Dafoe",Action  •  Drama,6.5,55000000,352800000,541.4545454545454
It's a Disaster,2012,Todd Berger,88,"Julia Stiles, David Cross, America Ferrera",Based-on-20th-Century-Literature  •  Crime  •  Detective Film,6.4,0,0,NA
The Taking of Pelham 1 2 3,2009,Tony Scott,106,"Denzel Washington, John Travolta, Luis Guzman",Apocalyptic Film  •  Comedy,NA,100000000,150166126,50.166126
Knight and Day,2010,James Mangold,110,"Paul Dano, Cameron Diaz, Tom Cruise",Caper  •  Crime  •  Crime Thriller,6.3,117000000,261989769,123.92287948717949
Capitalism: A Love Story,2009,Michael Moore,127,Michael Moore,Action Comedy  •  Action Thriller  •  Action,7.4,20000000,17436509,-12.817454999999999
